1	2000	10	54	24	2	1	2	4	1	35	35	0.764705882
1	2251	11	41	25	1	1	2	4	1	55	55	0.764705882
1	2347	13	45	33	2	1	2	4	0	35	65	0.764705882
1	2049	10	47	23	1	1	2	4	1	65	65	0.764705882
1	2347	11	48	27	2	1	2	4	1	45	45	0.764705882
1	2236	10	52	21	1	1	2	4	0	35	65	0.764705882
1	2347	12	47	31	1	1	2	4	1	45	45	0.764705882
1	2422	14	51	38	2	1	2	4	0	25	75	0.764705882
1	2374	9	54	20	2	1	2	4	1	25	25	0.764705882
1	2372	11	41	26	1	1	2	4	1	55	55	0.764705882
1	2378	12	60	29	2	1	2	4	1	55	55	0.764705882
1	2613	13	54	35	2	1	2	4	1	65	65	0.764705882
1	2108	14	60	37	2	1	2	4	1	75	75	0.764705882
1	2209	11	42	28	2	1	2	4	1	45	45	0.764705882
1	2299	14	54	40	1	1	2	4	0	75	25	0.764705882
1	2347	13	44	34	2	1	2	4	1	65	65	0.764705882
1	2497	13	43	36	1	1	2	4	1	35	35	0.764705882
2	2007	13	61	36	1	1	2	4	1	35	35	0.823529412
2	2064	12	47	32	1	1	2	4	1	45	45	0.823529412
2	2318	10	51	23	1	1	2	4	1	65	65	0.823529412
2	2308	11	52	28	2	1	2	4	1	45	45	0.823529412
2	2481	14	44	37	2	1	2	4	1	75	75	0.823529412
2	2169	9	44	20	2	1	2	4	1	25	25	0.823529412
2	2547	9	51	19	1	1	2	4	1	75	75	0.823529412
2	2347	11	57	26	1	1	2	4	1	55	55	0.823529412
2	2347	10	42	24	2	1	2	4	1	35	35	0.823529412
2	2123	12	48	30	2	1	2	4	1	55	55	0.823529412
2	2110	10	51	21	1	1	2	4	1	65	65	0.823529412
2	2203	13	52	34	2	1	2	4	1	65	65	0.823529412
2	2447	11	61	27	2	1	2	4	0	55	45	0.823529412
2	2312	13	57	35	2	1	2	4	0	35	65	0.823529412
2	2368	12	56	29	2	1	2	4	1	55	55	0.823529412
2	2023	12	43	31	1	1	2	4	1	45	45	0.823529412
2	2347	11	42	25	1	1	2	4	0	45	55	0.823529412
3	2519	12	54	29	2	1	2	4	1	55	55	0.470588235
3	2373	9	43	19	1	1	2	4	1	75	75	0.470588235
3	2197	9	42	18	1	1	2	4	0	25	75	0.470588235
3	2103	14	43	38	2	1	2	4	0	25	75	0.470588235
3	2354	14	41	39	2	1	2	4	0	25	75	0.470588235
3	2390	10	45	24	2	1	2	4	0	65	35	0.470588235
3	2393	13	51	35	2	1	2	4	0	35	65	0.470588235
3	2177	13	53	36	1	1	2	4	1	35	35	0.470588235
3	2028	9	54	20	2	1	2	4	1	25	25	0.470588235
3	2647	12	57	32	1	1	2	4	1	45	45	0.470588235
3	2234	13	56	33	2	1	2	4	1	65	65	0.470588235
3	2245	13	57	34	2	1	2	4	0	35	65	0.470588235
3	2045	11	54	25	1	1	2	4	0	45	55	0.470588235
3	2004	10	60	21	1	1	2	4	0	35	65	0.470588235
3	2211	11	43	28	2	1	2	4	0	55	45	0.470588235
3	2497	10	41	23	1	1	2	4	1	65	65	0.470588235
3	2641	11	60	27	2	1	2	4	1	45	45	0.470588235
4	2515	14	43	37	2	1	2	4	0	25	75	0.235294118
4	2347	11	44	25	1	1	2	4	0	45	55	0.235294118
4	2511	11	48	26	1	1	2	4	0	45	55	0.235294118
4	2609	10	41	23	1	1	2	4	1	65	65	0.235294118
4	2584	13	51	33	2	1	2	4	0	35	65	0.235294118
4	2213	11	43	28	2	1	2	4	0	55	45	0.235294118
4	2111	14	44	39	2	1	2	4	1	75	75	0.235294118
4	2644	13	47	36	1	1	2	4	1	35	35	0.235294118
4	2122	12	57	30	2	1	2	4	0	45	55	0.235294118
4	2605	9	51	20	2	1	2	4	0	75	25	0.235294118
4	2431	13	52	34	2	1	2	4	1	65	65	0.235294118
4	2187	10	56	22	1	1	2	4	0	35	65	0.235294118
4	2023	10	42	21	1	1	2	4	0	35	65	0.235294118
4	2021	12	54	32	1	1	2	4	0	55	45	0.235294118
4	2234	12	60	31	1	1	2	4	0	55	45	0.235294118
4	2663	9	54	18	1	1	2	4	0	25	75	0.235294118
4	2188	14	60	40	1	1	2	4	0	75	25	0.235294118
5	2347	11	60	26	1	1	2	4	0	45	55	0.882352941
5	2530	13	42	35	2	1	2	4	1	65	65	0.882352941
5	2049	10	43	22	1	1	2	4	1	65	65	0.882352941
5	2637	11	44	27	2	1	2	4	1	45	45	0.882352941
5	2505	13	51	34	2	1	2	4	0	35	65	0.882352941
5	2066	14	52	39	2	1	2	4	1	75	75	0.882352941
5	2170	13	54	33	2	1	2	4	1	65	65	0.882352941
5	2251	12	53	32	1	1	2	4	1	45	45	0.882352941
5	2060	11	47	25	1	1	2	4	1	55	55	0.882352941
5	2289	9	57	19	1	1	2	4	1	75	75	0.882352941
5	2048	10	56	24	2	1	2	4	1	35	35	0.882352941
5	2468	14	42	37	2	1	2	4	1	75	75	0.882352941
5	2347	10	57	21	1	1	2	4	1	65	65	0.882352941
5	2455	12	53	31	1	1	2	4	1	45	45	0.882352941
5	2097	14	42	38	2	1	2	4	1	75	75	0.882352941
5	2284	13	45	36	1	1	2	4	1	35	35	0.882352941
5	2401	12	60	30	2	1	2	4	1	55	55	0.882352941
6	2497	12	44	31	1	1	2	4	0	55	45	0.117647059
6	2577	10	48	23	1	1	2	4	0	35	65	0.117647059
6	2189	12	42	32	1	1	2	4	0	55	45	0.117647059
6	2177	10	43	24	2	1	2	4	0	65	35	0.117647059
6	2198	11	44	26	1	1	2	4	0	45	55	0.117647059
6	2347	14	41	38	2	1	2	4	0	25	75	0.117647059
6	2365	9	51	20	2	1	2	4	0	75	25	0.117647059
6	2419	14	53	37	2	1	2	4	0	25	75	0.117647059
6	2457	11	57	28	2	1	2	4	0	55	45	0.117647059
6	2647	11	57	25	1	1	2	4	1	55	55	0.117647059
6	2526	10	61	21	1	1	2	4	1	65	65	0.117647059
6	2347	12	57	29	2	1	2	4	0	45	55	0.117647059
6	2259	13	43	35	2	1	2	4	0	35	65	0.117647059
6	2232	12	61	30	2	1	2	4	0	45	55	0.117647059
6	2215	13	61	34	2	1	2	4	0	35	65	0.117647059
6	2489	11	43	27	2	1	2	4	0	55	45	0.117647059
6	2556	9	60	18	1	1	2	4	0	25	75	0.117647059
7	2105	13	42	33	2	1	2	4	1	65	65	0.823529412
7	2101	9	51	17	1	1	2	4	1	75	75	0.823529412
7	2389	11	57	26	1	1	2	4	1	55	55	0.823529412
7	2473	11	42	27	2	1	2	4	1	45	45	0.823529412
7	2643	14	51	40	1	1	2	4	1	25	25	0.823529412
7	2347	12	54	29	2	1	2	4	1	55	55	0.823529412
7	2061	12	61	30	2	1	2	4	0	45	55	0.823529412
7	2553	11	47	25	1	1	2	4	1	55	55	0.823529412
7	2035	14	42	37	2	1	2	4	1	75	75	0.823529412
7	2347	9	41	18	1	1	2	4	1	75	75	0.823529412
7	2373	10	53	21	1	1	2	4	1	65	65	0.823529412
7	2365	13	61	35	2	1	2	4	0	35	65	0.823529412
7	2265	10	57	22	1	1	2	4	1	65	65	0.823529412
7	2305	11	61	28	2	1	2	4	0	55	45	0.823529412
7	2221	14	42	38	2	1	2	4	1	75	75	0.823529412
7	2283	10	44	24	2	1	2	4	1	35	35	0.823529412
7	2380	13	57	36	1	1	2	4	1	35	35	0.823529412
8	2132	11	43	26	1	1	2	4	1	55	55	0.470588235
8	2471	14	61	39	2	1	2	4	0	25	75	0.470588235
8	2174	12	44	29	2	1	2	4	1	55	55	0.470588235
8	2347	9	42	17	1	1	2	4	0	25	75	0.470588235
8	2188	13	52	36	1	1	2	4	0	65	35	0.470588235
8	2637	10	52	22	1	1	2	4	0	35	65	0.470588235
8	2105	9	57	19	1	1	2	4	1	75	75	0.470588235
8	2611	13	51	34	2	1	2	4	0	35	65	0.470588235
8	2439	13	52	33	2	1	2	4	1	65	65	0.470588235
8	2222	9	56	20	2	1	2	4	1	25	25	0.470588235
8	2392	13	57	35	2	1	2	4	0	35	65	0.470588235
8	2576	14	43	38	2	1	2	4	0	25	75	0.470588235
8	2043	12	61	31	1	1	2	4	1	45	45	0.470588235
8	2347	11	43	25	1	1	2	4	1	55	55	0.470588235
8	2030	10	60	23	1	1	2	4	0	35	65	0.470588235
8	2543	10	42	21	1	1	2	4	0	35	65	0.470588235
8	2345	11	54	28	2	1	2	4	1	45	45	0.470588235
9	2196	11	45	26	1	1	2	4	1	55	55	0.882352941
9	2347	12	61	29	2	1	2	4	0	45	55	0.882352941
9	2357	13	47	36	1	1	2	4	1	35	35	0.882352941
9	2061	10	52	24	2	1	2	4	1	35	35	0.882352941
9	2357	11	48	25	1	1	2	4	0	45	55	0.882352941
9	2389	9	52	20	2	1	2	4	1	25	25	0.882352941
9	2199	12	44	30	2	1	2	4	1	55	55	0.882352941
9	2197	13	48	35	2	1	2	4	1	65	65	0.882352941
9	2622	12	51	32	1	1	2	4	1	45	45	0.882352941
9	2347	13	42	33	2	1	2	4	1	65	65	0.882352941
9	2336	14	61	40	1	1	2	4	1	25	25	0.882352941
9	2347	9	57	19	1	1	2	4	1	75	75	0.882352941
9	2128	14	54	39	2	1	2	4	1	75	75	0.882352941
9	2347	11	60	27	2	1	2	4	1	45	45	0.882352941
9	2327	9	61	18	1	1	2	4	1	75	75	0.882352941
9	2666	14	60	37	2	1	2	4	1	75	75	0.882352941
9	2174	11	42	28	2	1	2	4	1	45	45	0.882352941
10	2007	13	61	36	1	1	2	4	1	35	35	0.823529412
10	2064	12	47	32	1	1	2	4	1	45	45	0.823529412
10	2219	14	54	39	2	1	2	4	1	75	75	0.823529412
10	2047	10	48	24	2	1	2	4	1	35	35	0.823529412
10	2318	10	51	23	1	1	2	4	1	65	65	0.823529412
10	2308	11	52	28	2	1	2	4	1	45	45	0.823529412
10	2169	9	44	20	2	1	2	4	1	25	25	0.823529412
10	2547	9	60	19	1	1	2	4	0	25	75	0.823529412
10	2347	10	42	24	2	1	2	4	1	35	35	0.823529412
10	2110	10	51	21	1	1	2	4	1	65	65	0.823529412
10	2203	13	52	34	2	1	2	4	1	65	65	0.823529412
10	2447	11	61	27	2	1	2	4	0	55	45	0.823529412
10	2312	13	57	35	2	1	2	4	0	35	65	0.823529412
10	2368	12	56	29	2	1	2	4	1	55	55	0.823529412
10	2201	14	60	38	2	1	2	4	1	75	75	0.823529412
10	2023	12	43	31	1	1	2	4	1	45	45	0.823529412
10	2347	11	57	25	1	1	2	4	1	55	55	0.823529412
